timestamp,trial_number,val_loss,model.type,model.latent_dim,model.base_filters,hyperparameters.learning_rate,hyperparameters.batch_size,hyperparameters.weight_decay,training.optimizer,training.scheduler,preprocessing.normalize,preprocessing.use_tanh_output,hyperparameters.beta,model.in_channels
20250427_033523,32,0.0003475006960798,unet_ae,332,45,0.0024467724112836,16,3.5027317812006896e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,33,0.0007162063605695,unet_ae,286,59,0.0008636219014029,16,1.5634427359456132e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,34,5.711010038644459e+24,vae,355,46,0.0015630118904089,16,2.723188898918351e-06,sgd,none,False,False,8.916932792759901,1.0
20250427_033523,35,0.0003228736769296,unet_ae,487,35,0.0030237144410348,16,9.281343148490649e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,36,0.0038975181220018,resnet_ae,504,42,0.0010088773368799,16,1.266096252982368e-05,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,37,0.0002946206238804,unet_ae,253,55,0.0049600896620303,16,2.263634775183144e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,38,0.0002967920862948,unet_ae,245,54,0.0058482622303829,16,2.539794170273346e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,39,0.0070674459085516,mlp_autoencoder,247,55,0.0053576697943205,16,1.992224101682321e-05,sgd,none,False,False,,1.0
20250427_033523,40,7178628653.597606,vae,231,51,0.0015102764065245,16,4.287493770038372e-05,sgd,cosine_annealing,False,False,0.1083700016422925,1.0
20250427_033523,41,0.000289647675938,unet_ae,355,47,0.0031083753123107,16,3.153622797258577e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,42,0.0002834850431257,unet_ae,508,55,0.0059975725295938,16,3.153514131861018e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,43,0.0003266289868802,unet_ae,496,57,0.0060301251608056,16,2.7560279001515325e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,44,0.0002797202639909,unet_ae,378,64,0.0034661401757501,16,2.766356701421704e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,45,0.0003490898715149,unet_ae,399,62,0.0060344824438416,16,5.64575933956652e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,46,0.0002781363266125,unet_ae,368,54,0.001690645158557,16,3.125495525512695e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,47,0.0040595546142076,resnet_ae,365,48,0.0017948827181065,16,4.696888236786255e-05,sgd,none,False,True,,1.0
20250427_033523,48,0.0836914816628331,unet_ae,442,60,0.0005367171283255,16,2.987597727934743e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,49,0.0043552703851752,conv_autoencoder,297,64,0.00119596233773,16,1.538947503390803e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,50,0.0082896213735575,mlp_autoencoder,364,53,0.0001471995664767,64,3.6131887584099565e-05,sgd,cosine_annealing,False,True,,1.0
20250427_033523,51,0.0003016211441085,unet_ae,442,55,0.004573298259798,16,2.339018614657051e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,52,0.0002755884214939,unet_ae,217,49,0.0070404716108081,16,5.7409096078795824e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,53,0.0003320711624363,unet_ae,213,50,0.0096061372914219,16,7.05047679860381e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,54,0.0003294211732598,unet_ae,333,58,0.0032884227684562,32,0.0001764844957002,sgd,cosine_annealing,False,False,,1.0
20250427_033523,55,0.0007333530423541,unet_ae,170,48,0.0072252206474302,16,5.274345037418415e-05,sgd,none,False,False,,1.0
20250427_033523,56,0.0002882909314433,unet_ae,397,57,0.0034190479744103,16,3.289631683600286e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,57,0.0044254767101096,conv_autoencoder,395,61,0.0020203689639622,16,3.552793962068876e-05,sgd,cosine_annealing,False,True,,1.0
20250427_033523,58,0.0024963242872415,unet_ae,450,49,0.0037768108802966,16,0.0001094888526541,sgd,cosine_annealing,False,False,,1.0
20250427_033523,59,0.0003451103997497,unet_ae,285,42,3.5632345686246135e-05,32,7.332351029846012e-05,sgd,cosine_annealing,True,False,,1.0
20250427_033523,60,inf,vae,390,57,0.0072278199692509,64,1.3356125309725645e-05,sgd,reduce_on_plateau,False,False,1.844162229310768,1.0
20250427_033523,61,0.0002832341008837,unet_ae,320,52,0.0034477874796346,16,1.8601850450814528e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,62,0.0002824103636236,unet_ae,316,52,0.0032398158665809,16,1.8491605634696425e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,63,0.0003960498604852,unet_ae,310,52,0.003465488497038,16,1.6645736747264654e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,64,0.0016529613252108,unet_ae,469,57,0.0018326057703386,16,7.087848734436491e-06,sgd,cosine_annealing,False,False,,1.0
20250427_033523,65,0.0003878596560199,unet_ae,330,63,0.0045373767995659,16,1.922555417927785e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,66,0.0003855182636154,unet_ae,417,53,0.0011644030843692,16,4.179591496186694e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,67,0.0041133825586217,resnet_ae,276,60,0.0067314105164739,16,6.262609436308444e-05,sgd,cosine_annealing,True,False,,1.0
20250427_033523,68,0.0010029264958575,unet_ae,216,51,0.0097168198324333,16,1.126579820552362e-05,sgd,cosine_annealing,False,True,,1.0
20250427_033523,69,0.0049459288888813,mlp_autoencoder,377,40,0.002115978049021,32,1.703588953090648e-05,adam,reduce_on_plateau,False,False,,1.0
20250427_033523,70,0.0005512422406657,unet_ae,424,18,0.0042541619681959,16,0.0001002901929587,sgd,cosine_annealing,False,False,,1.0
20250427_033523,71,0.0002891395020212,unet_ae,349,47,0.0030173690977904,16,2.8389755406465308e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,72,0.0003924418649504,unet_ae,330,50,0.0002468841764973,16,3.328520977833419e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,73,0.0004589464192774,unet_ae,116,43,0.0033073603598093,16,4.903941149992982e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,74,0.0003185239588872,unet_ae,510,56,0.0045573490151338,16,2.229528489929428e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,75,0.0059495178672174,unet_ae,183,59,0.0027131245228221,64,2.6723989522343064e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,76,0.0040752480980818,conv_autoencoder,306,53,0.0023844106981687,16,0.0001480221397352,sgd,none,False,False,,1.0
20250427_033523,77,0.0003244614003367,unet_ae,349,44,0.001705703884804,16,1.1067716612855737e-05,sgd,cosine_annealing,True,False,,1.0
20250427_033523,78,0.0002783480917771,unet_ae,269,47,0.0048686020696598,16,3.758850680749741e-05,adam,cosine_annealing,False,False,,1.0
20250427_033523,79,0.0003377121430948,unet_ae,230,64,0.00761138869381,16,3.83261168527872e-05,adam,cosine_annealing,False,False,,1.0
20250427_033523,80,1060.943837483724,vae,265,61,1.0854404077216396e-05,16,1.92638471493689e-05,adam,cosine_annealing,False,False,2.725168509063795,1.0
20250427_033523,81,0.0003352553739323,unet_ae,380,52,0.0049758404896052,16,2.9175507674802107e-05,adam,cosine_annealing,False,False,,1.0
20250427_033523,82,0.000305456837257,unet_ae,470,47,0.0037689573773496,16,7.924627253381512e-05,adam,cosine_annealing,False,False,,1.0
20250427_033523,83,0.0003245244838383,unet_ae,322,49,0.006284704796555,16,6.07816673443968e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,84,0.0002988908533513,unet_ae,292,54,0.0028605806256321,16,4.678428968298e-05,adam,cosine_annealing,False,False,,1.0
20250427_033523,85,0.0003953153462371,unet_ae,417,47,0.0052226487010634,16,2.2038656812266537e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,86,0.0003145515106355,unet_ae,352,58,0.0014202930313445,16,3.185853888184236e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,87,0.0042385512294814,resnet_ae,273,55,0.0034597663935443,16,2.6336764077248924e-05,sgd,reduce_on_plateau,False,True,,1.0
20250427_033523,88,0.000812076464923,unet_ae,395,51,0.0021812387836862,32,1.7134430549738676e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,89,0.0003169936845433,unet_ae,240,22,0.0082841037216528,16,3.973394609513898e-05,sgd,none,False,False,,1.0
20250427_033523,90,0.0064140122073392,mlp_autoencoder,460,41,0.0042602576151762,64,5.509520947578642e-05,adam,cosine_annealing,True,False,,1.0
20250427_033523,91,0.0002776171694795,unet_ae,348,46,0.0031623263531074,16,3.27217384792503e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,92,0.0003369103834974,unet_ae,349,46,0.0025253480837626,16,1.437914198150871e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,93,0.0003233770801908,unet_ae,313,49,0.0052696224225236,16,3.505392279842843e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,94,0.0002957660829491,unet_ae,256,40,0.0030796193283262,16,2.482234414973369e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,95,0.0003512474507695,unet_ae,295,44,0.0039030882758365,16,2.164982519389553e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,96,0.0002777111932,unet_ae,384,50,0.0061092225944432,16,4.561163863398931e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,97,0.0040013374679762,conv_autoencoder,433,56,0.0064574246491675,16,9.090046725997952e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,98,0.0002801119224623,unet_ae,384,51,0.0089178166937174,16,4.652788187922784e-05,sgd,cosine_annealing,False,False,,1.0
20250427_033523,99,0.00040143815567716956,unet_ae,372,50,0.008789806674984706,16,4.637493855890978e-05,sgd,cosine_annealing,False,True,,1.0
